canonical_origin,etld1,enroll_url,cluster_size,snapshot_count,source
https://helsana.ch,helsana.ch,,1,0,community|community:passkeys.2stable.com|community:passkeys.directory
https://heroku.com,heroku.com,,2,0,community|community:2fa.directory|community:enpass.io|community:fidoalliance.org|community:hideez.com|community:keepersecurity.com|community:passkeyindex.io|community:passkeys.2fa.directory
https://hey.com,hey.com,,1,0,community|community:2fa.directory|community:enpass.io|community:hideez.com|community:passkeys.2fa.directory
https://high-mobility.com,high-mobility.com,,1,0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.directory
https://hika.fyi,hika.fyi,,1,0,community
https://hmc.edu,hmc.edu,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory|community:passkeys.2stable.com
https://home-assistant.io,home-assistant.io,,1,0,community|community:keepersecurity.com|community:passkeys.com|community:passkeys.directory
https://homedepot.com,homedepot.com,,1,0,community|community:fidoalliance.org|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://horizon.pics,horizon.pics,,1,0,community|community:fidoalliance.org|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://hpe.com,hpe.com,,1,0,community|community:2fa.directory|community:enpass.io
https://hubspot.com,hubspot.com,,1,0,community|community:keepersecurity.com|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.directory
https://huk.de,huk.de,,8,1,community|webauthn|webauthn-related
https://hyatt.com,hyatt.com,,1,0,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://hypixel.net,hypixel.net,,1,0,community|community:2fa.directory
https://ibm.com,ibm.com,,1,0,community|community:2fa.directory|community:fidoalliance.org|community:hideez.com|community:passkeyindex.io|community:passkeys.2fa.directory|community:passkeys.2stable.com
https://ic0.app,ic0.app,,1,0,community
https://icedrive.net,icedrive.net,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory
https://icloud.com,icloud.com,,1,0,community|community:2fa.directory|community:enpass.io|community:hideez.com|community:keepersecurity.com|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|community:passkeys.io
https://id.me,id.me,,1,0,community|community:2fa.directory|community:hideez.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.directory
https://iharstad.no,iharstad.no,,1,0,community
https://ilam.ac.ir,ilam.ac.ir,,1,0,community
https://ilevanger.no,ilevanger.no,,1,0,community
https://imo.im,imo.im,,1,0,community|community:fidoalliance.org|community:passkeyindex.io
https://indeed.com,indeed.com,,1,0,community|community:passkeys.2stable.com|community:passkeys.directory
https://inderoyningen.no,inderoyningen.no,,1,0,community
https://indre.no,indre.no,,1,0,community
https://ing.pl,ing.pl,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory|community:passkeys.2stable.com
https://instacard.co,instacard.co,,1,0,community|community:passkeys.io
https://instacart.com,instacart.com,,1,0,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeyindex.io|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://instructui.com,instructui.com,,1,0,community
https://intastellaraccounts.com,intastellaraccounts.com,,1,0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://internetcomputer.org,internetcomputer.org,,1,0,community
https://intuit.com,intuit.com,https://accounts.intuit.com/app/account-manager/security/passkey,5,1,community|community:passkeys-directory.dashlane.com|endpoints|webauthn|webauthn-related
https://irs.gov,irs.gov,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory
https://isandnessjoen.no,isandnessjoen.no,,1,0,community
https://islonline.com,islonline.com,,1,0,community|community:2fa.directory|community:hideez.com|community:passkeys.2fa.directory
https://iut-fbleau.fr,iut-fbleau.fr,,1,0,community
https://iverdal.no,iverdal.no,,1,0,community
https://ivoclar.com,ivoclar.com,,1,0,community|community:passkeys-directory.dashlane.com
https://jarlsbergavis.no,jarlsbergavis.no,,1,0,community
https://javablade.com,javablade.com,,1,0,community
https://jellypro.xyz,jellypro.xyz,,1,0,community
https://jobs.employmenthero.com,employmenthero.com,,2,1,webauthn|webauthn-related
https://joinmastodon.org,joinmastodon.org,,1,0,community|community:enpass.io
https://julep.ai,julep.ai,,1,0,community
https://jumpcloud.com,jumpcloud.com,,1,0,community|community:2fa.directory|community:hideez.com|community:passkeys.2fa.directory
https://justpass.me,justpass.me,,1,0,community|community:passkeys-directory.dashlane.com
https://kakaocorp.com,kakaocorp.com,,1,0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.directory
https://kamkow1lair.pl,kamkow1lair.pl,,1,0,community
https://karmoynytt.no,karmoynytt.no,,1,0,community
https://karvononline.uz,karvononline.uz,,1,0,community
https://katipolt.com,katipolt.com,,1,0,community
https://kayak.com,kayak.com,https://www.kayak.com/profile/account/passkeys,67,1,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|community:passkeys.io|endpoints|webauthn|webauthn-related
https://kcex.com,kcex.com,,1,0,community
https://keepersecurity.com,keepersecurity.com,,1,0,community|community:2fa.directory|community:fidoalliance.org|community:hideez.com|community:passkeys.2fa.directory
https://kemba.org,kemba.org,,1,0,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeyindex.io|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://kenwoodworld.com,kenwoodworld.com,,1,0,community|community:passkeyindex.io|community:passkeys-directory.dashlane.com
https://kit.edu,kit.edu,,1,0,community|community:fidoalliance.org|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.directory
https://klemn.net,klemn.net,,1,0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://kolibrios.org,kolibrios.org,,1,0,community
https://konami.net,konami.net,,1,0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.directory
https://kood.tech,kood.tech,,1,0,community
https://koofr.eu,koofr.eu,,1,0,community|community:2fa.directory|community:enpass.io
https://kraken.com,kraken.com,,4,1,community|community:2fa.directory|community:hideez.com|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.directory|webauthn|webauthn-related
https://krs.no,krs.no,,1,0,community
https://kska.io,kska.io,,1,0,community
https://kuda.com,kuda.com,,1,0,community
https://kv.no,kv.no,,1,0,community
https://kvinnheringen.no,kvinnheringen.no,,1,0,community
https://kwansei.ac.jp,kwansei.ac.jp,,1,0,community
https://laagendalsposten.no,laagendalsposten.no,,1,0,community
https://laakari.chat,laakari.chat,,1,0,community|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://laby.net,laby.net,,4,1,webauthn|webauthn-related
https://landing.ai,landing.ai,,1,0,community
https://larksuite.com,larksuite.com,,1,0,community|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://lastpass.com,lastpass.com,,1,0,community|community:2fa.directory|community:enpass.io|community:passkeys.2fa.directory
https://laverne.com,laverne.com,,1,1,endpoints
https://leiting.app,leiting.app,,1,0,community
https://lendi.pl,lendi.pl,,1,0,community
https://level1techs.com,level1techs.com,,1,0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.directory
https://lgtm.lol,lgtm.lol,,1,0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://liberatedsystems.co.uk,liberatedsystems.co.uk,,1,0,community
https://lierposten.no,lierposten.no,,1,0,community
https://linear.app,linear.app,,1,0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|community:passkeys.io
https://link.com,link.com,,1,0,community|community:enpass.io|community:hideez.com|community:passkeys.2fa.directory|community:passkeys.2stable.com
https://link3.to,link3.to,,1,0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://live.com,live.com,,10,0,community|community:2fa.directory|community:enpass.io|community:fidoalliance.org|community:hideez.com|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|community:passkeys.io
https://lnk.bio,lnk.bio,,1,0,community|community:fidoalliance.org|community:keepersecurity.com|community:passkeyindex.io|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://locker.io,locker.io,,1,0,community|community:hideez.com|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://lofot-tidende.no,lofot-tidende.no,,1,0,community
https://login.gov,login.gov,,1,0,community|community:2fa.directory|community:fidoalliance.org|community:hideez.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.directory
https://login.mtb.com,mtb.com,,1,1,webauthn
https://logto.app,logto.app,,1,0,community
https://lokal-avisa.no,lokal-avisa.no,,1,0,community
https://loolootech.com,loolootech.com,,1,0,community
https://louisa.ai,louisa.ai,,1,0,community
https://lowes.com,lowes.com,,1,0,community|community:keepersecurity.com|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://lsd.cat,lsd.cat,,1,0,community
https://lubuntu.me,lubuntu.me,,1,0,community
https://luckyrobots.com,luckyrobots.com,,1,0,community
https://lululemon.com,lululemon.com,,1,0,community|community:passkeys.2stable.com|community:passkeys.directory
https://luma.com,luma.com,,1,0,community|community:passkeys.2stable.com|community:passkeys.directory
https://luminia.io,luminia.io,,1,0,community
https://lunarclient.top,lunarclient.top,,1,0,community
https://luno.com,luno.com,,1,0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://luxid.lu,luxid.lu,,1,0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.directory
https://lyngdalsavis.no,lyngdalsavis.no,,1,0,community
https://m.betclic.fr,betclic.fr,,1,1,webauthn|webauthn-related
https://m.betclic.pl,betclic.pl,,1,1,webauthn|webauthn-related
https://macif.fr,macif.fr,,1,0,community|community:passkeys-directory.dashlane.com
https://magic.link,magic.link,,1,0,community|community:passkeys-directory.dashlane.com
https://mail.de,mail.de,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory
https://mangadex.org,mangadex.org,,1,0,community|community:2fa.directory|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.directory
https://marketcircle.com,marketcircle.com,,1,0,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://marshmallow-qa.com,marshmallow-qa.com,,1,0,community|community:keepersecurity.com|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://mastodon.social,mastodon.social,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.directory
https://matchperfumes.com,matchperfumes.com,,1,1,endpoints
https://mediageneral.digital,mediageneral.digital,,1,0,community
https://medvind24.no,medvind24.no,,1,0,community
https://menumal.com,menumal.com,,1,0,community
https://merakerposten.no,merakerposten.no,,1,0,community
https://mercari.com,mercari.com,https://jp.mercari.com/mypage/personal_info/passkeys,2,1,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeyindex.io|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|endpoints
https://mercury.com,mercury.com,,1,0,community|community:2fa.directory|community:hideez.com|community:passkeys.2fa.directory
https://merrilledge.com,merrilledge.com,,10,1,community|community:2fa.directory|community:fidoalliance.org|community:passkeys.2stable.com|webauthn|webauthn-related
https://metri.xyz,metri.xyz,,1,0,community
https://mfw.work,mfw.work,,1,0,community
https://miamioh.edu,miamioh.edu,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory|community:passkeys.2stable.com
https://michigan.gov,michigan.gov,,1,0,community|community:enpass.io|community:keepersecurity.com|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://microcenter.com,microcenter.com,,1,0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://migros.ch,migros.ch,,1,0,community|community:fidoalliance.org|community:keepersecurity.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.directory
https://mills.io,mills.io,,1,0,community
https://minecraft.net,minecraft.net,,1,0,community|community:enpass.io|community:passkeys.2fa.directory
https://mines.edu,mines.edu,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory|community:passkeys.2stable.com
https://miniflux.app,miniflux.app,,1,0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://miniorange.com,miniorange.com,,1,0,community
https://mintbase.xyz,mintbase.xyz,,1,0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://minter.io,minter.io,,1,0,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://mittlillestrom.no,mittlillestrom.no,,1,0,community
https://mixi.com,mixi.com,,1,0,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://mojang.com,mojang.com,,1,0,community|community:enpass.io
https://monash.edu,monash.edu,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory
https://monespacesante.fr,monespacesante.fr,,1,0,community|community:passkeys-directory.dashlane.com
https://moneybird.com,moneybird.com,https://moneybird.com/user/webauthn_credential_setup/new,1,1,community|community:enpass.io|community:hideez.com|community:keepersecurity.com|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|endpoints
https://moneyforward.com,moneyforward.com,https://id.moneyforward.com/webauthn/credentials,2,1,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|endpoints
https://moneyinfo.co.uk,moneyinfo.co.uk,,1,0,community
https://mongodb.com,mongodb.com,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory
https://morganstanley.com,morganstanley.com,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory
https://msu.edu,msu.edu,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory|community:passkeys.2stable.com
https://mulesoft.com,mulesoft.com,,1,0,community|community:2fa.directory|community:enpass.io
https://muni.cz,muni.cz,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory
https://my.gov.au,my.gov.au,,1,0,community|community:fidoalliance.org|community:keepersecurity.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|community:passkeys.io
https://mycurricula.com,mycurricula.com,,1,0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.directory
https://myfritz.net,myfritz.net,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory
https://myshn.net,myshn.net,,1,0,community
https://mysites.guru,mysites.guru,,1,0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://nab.no,nab.no,,1,0,community
https://namecheap.com,namecheap.com,,1,0,community|community:2fa.directory|community:hideez.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.directory
https://nationen.no,nationen.no,,1,0,community
https://ncsu.edu,ncsu.edu,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory
https://nd.edu,nd.edu,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory
https://neko.id,neko.id,,1,0,community
https://neonteam.dev,neonteam.dev,,1,0,community
https://nerdfix.cz,nerdfix.cz,,3,1,webauthn|webauthn-related
https://nest.com,nest.com,,9,0,community|community:2fa.directory|community:enpass.io|community:fidoalliance.org|community:hideez.com|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|community:passkeys.io
https://net.ru,net.ru,,1,0,community
https://netfiles.com,netfiles.com,,1,0,community|community:fidoalliance.org|community:keepersecurity.com|community:passkeyindex.io|community:passkeys.2stable.com|community:passkeys.directory
https://neuronation-med.com,neuronation-med.com,,1,0,community
https://neuronation.com,neuronation.com,,1,0,community
https://nfl.com,nfl.com,,1,0,community|community:passkeys-directory.dashlane.com
https://nikkei.com,nikkei.com,,1,0,community
https://nintendo.com,nintendo.com,https://accounts.nintendo.com/passkey,2,1,community|community:enpass.io|community:hideez.com|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|community:passkeys.io|endpoints
https://nitrado.net,nitrado.net,,2,0,community|community:2fa.directory|community:enpass.io|community:hideez.com|community:passkeys.2fa.directory
https://noblad.no,noblad.no,,1,0,community
https://nord24.no,nord24.no,,1,0,community
https://nordaccount.com,nordaccount.com,,1,0,community|community:passkeys.2stable.com|community:passkeys.directory
https://norddalen.no,norddalen.no,,1,0,community
https://nordhordland.no,nordhordland.no,,1,0,community
https://nordlocker.com,nordlocker.com,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory
https://nordnorskdebatt.no,nordnorskdebatt.no,,1,0,community
https://nordpass.com,nordpass.com,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory
https://nordvpn.com,nordvpn.com,,1,0,community|community:2fa.directory|community:enpass.io|community:passkeys.2fa.directory
https://norsklandbruk.no,norsklandbruk.no,,1,0,community
https://norton.com,norton.com,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory
https://notion.com,notion.com,,7,1,community|community:keepersecurity.com|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|community:passkeys.io|webauthn|webauthn-related
https://noupe.com,noupe.com,,66,1,webauthn|webauthn-related
https://nsbomega.com,nsbomega.com,,1,0,community
https://nulab.com,nulab.com,,1,0,community|community:2fa.directory|community:enpass.io|community:hideez.com|community:keepersecurity.com|community:passkeys.2fa.directory|community:passkeys.com|community:passkeys.directory
https://nvidia.com,nvidia.com,,2,0,community|community:2fa.directory|community:enpass.io|community:fidoalliance.org|community:hideez.com|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|community:passkeys.io
https://nyetroms.no,nyetroms.no,,1,0,community
https://nyu.edu,nyu.edu,,1,0,community|community:2fa.directory
https://nyulmc.org,nyulmc.org,,1,0,community|community:passkeys-directory.dashlane.com
https://o2.pl,o2.pl,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory|community:passkeys.2stable.com
https://oa.no,oa.no,,70,1,community|webauthn|webauthn-related
https://ofdl.tools,ofdl.tools,,1,0,community
https://offshoot.rentals,offshoot.rentals,,1,0,community|community:passkeys-directory.dashlane.com
https://ohkaspace.com,ohkaspace.com,,1,0,community
https://okeanos.nl,okeanos.nl,,1,0,community
https://okta.com,okta.com,,3,1,community|community:2fa.directory|community:enpass.io|community:fidoalliance.org|community:hideez.com|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.directory|webauthn|webauthn-related
https://okx.com,okx.com,,1,0,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://olympics.com,olympics.com,,1,0,community|community:passkeys-directory.dashlane.com
https://omega365.com,omega365.com,,1,0,community
https://omegasubsea.com,omegasubsea.com,,1,0,community
https://omg.lol,omg.lol,,1,0,community|community:fidoalliance.org|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://onelog.ch,onelog.ch,,1,0,community|community:fidoalliance.org|community:keepersecurity.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.directory
https://onelogin.com,onelogin.com,,1,0,community|community:2fa.directory|community:hideez.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.directory
https://onepropertee.com,onepropertee.com,,1,0,community
https://onet.pl,onet.pl,,1,0,community|community:2fa.directory|community:enpass.io|community:passkeys.2fa.directory
https://online.nomura.co.jp,nomura.co.jp,,5,1,webauthn|webauthn-related
https://onlinescoutmanager.co.uk,onlinescoutmanager.co.uk,,1,0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://onlyfans.com,onlyfans.com,,1,0,community|community:enpass.io|community:fidoalliance.org|community:hideez.com|community:keepersecurity.com|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://onlyg.it,onlyg.it,,1,0,community
https://onlyoffice.com,onlyoffice.com,,1,0,community
https://ope.ee,ope.ee,,1,0,community|community:hideez.com|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://openai.com,openai.com,,2,1,community|community:passkeys.directory|webauthn|webauthn-related
https://opencollective.com,opencollective.com,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory
https://openprivacy.ca,openprivacy.ca,,1,0,community
https://opensuse.org,opensuse.org,,1,0,community
https://oracle.com,oracle.com,,1,0,community|community:2fa.directory|community:hideez.com|community:passkeys.2fa.directory
https://orb.net,orb.net,,1,0,community
https://oregonstate.edu,oregonstate.edu,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory|community:passkeys.2stable.com
https://osu.edu,osu.edu,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory
https://otago.ac.nz,otago.ac.nz,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory
https://otpless.com,otpless.com,,1,0,community
https://ourmayberry.com,ourmayberry.com,,1,0,community
https://ovh.com,ovh.com,,1,0,community|community:2fa.directory|community:enpass.io|community:passkeys.2fa.directory
https://oyene.no,oyene.no,,1,0,community
https://paidy.com,paidy.com,,1,0,community|community:passkeys.directory
https://palemoon.org,palemoon.org,,1,0,community
https://papermark.io,papermark.io,,1,0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|community:passkeys.io
https://passage.id,passage.id,,1,0,community|community:keepersecurity.com|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.directory
https://passkeys.guru,passkeys.guru,,1,0,community|community:keepersecurity.com|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.directory
https://pastery.net,pastery.net,,1,0,community|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://payfit.com,payfit.com,,1,0,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://paypal-search.com,paypal-search.com,,1,0,community|community:enpass.io
https://paypal.com,paypal.com,https://www.paypal.com/myaccount/security/passkeyLogin/createPasskey,3,1,community|community:enpass.io|community:fidoalliance.org|community:hideez.com|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|community:passkeys.io|endpoints
https://pd.no,pd.no,,1,0,community
https://pdfaid.com,pdfaid.com,,1,1,endpoints
https://pdfhouse.com,pdfhouse.com,,1,1,endpoints
https://penfed.org,penfed.org,,1,0,community|community:passkeys.2fa.directory
https://perimeter81.com,perimeter81.com,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory
https://pika-os.com,pika-os.com,,1,0,community
https://pilotinstitute.com,pilotinstitute.com,,1,0,community
https://pixelplanet.fun,pixelplanet.fun,,1,0,community
https://pixiv.net,pixiv.net,,1,0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|community:passkeys.io
https://pkobp.pl,pkobp.pl,,1,0,community|community:2fa.directory
https://poblano.jp,poblano.jp,,1,0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://poloniex.com,poloniex.com,,1,0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://porkbun.com,porkbun.com,,1,0,community|community:2fa.directory|community:fidoalliance.org|community:hideez.com|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|community:passkeys.io
https://practiceprotect.com,practiceprotect.com,,1,0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.directory
https://premisehealth.com,premisehealth.com,,1,0,community|community:passkeys.2fa.directory
https://probit.com,probit.com,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory
https://prodamus.ru,prodamus.ru,,1,0,community
https://projecthedron.com,projecthedron.com,,1,0,community
https://protegear.io,protegear.io,,1,0,community
https://proton.me,proton.me,,1,0,community|community:2fa.directory|community:fidoalliance.org|community:keepersecurity.com|community:passkeys.2fa.directory|community:passkeys.com
https://psu.edu,psu.edu,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory|community:passkeys.2stable.com
https://pypi.org,pypi.org,,1,0,community|community:2fa.directory|community:enpass.io|community:passkeys.2fa.directory
https://qapital.com,qapital.com,,1,0,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://r-a.no,r-a.no,,1,0,community
https://rablad.no,rablad.no,,1,0,community
https://rad.dad,rad.dad,,1,0,community|community:fidoalliance.org|community:keepersecurity.com|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory
https://ramp.com,ramp.com,https://app.ramp.com/settings/personal-settings/security/passkeys,2,1,community|community:passkeys.directory|endpoints
https://ranano.no,ranano.no,,1,0,community
https://rastavanger.no,rastavanger.no,,1,0,community
https://raumnes.no,raumnes.no,,1,0,community
https://ravanertebat.com,ravanertebat.com,,1,0,community
https://rc.today,rc.today,,1,0,community
https://rcs-rds.ro,rcs-rds.ro,,1,0,community
https://readtheory.org,readtheory.org,,1,1,endpoints
https://reefperfumes.com,reefperfumes.com,,1,1,endpoints
https://regatta-systems.com,regatta-systems.com,,1,0,community
https://registro.br,registro.br,,1,0,community|community:2fa.directory|community:passkeys.2fa.directory
https://repaircode.de,repaircode.de,,1,0,community
https://repo.radio,repo.radio,,1,0,community
https://retten.no,retten.no,,1,0,community
https://review.internalfb.com,internalfb.com,,2,1,webauthn|webauthn-related
https://revolut.com,revolut.com,,1,0,community|community:passkeys-directory.dashlane.com
https://rewe.de,rewe.de,,1,0,community|community:passkeys.2stable.com
https://rewritify.com,rewritify.com,,1,0,community
https://rha.no,rha.no,,1,0,community
https://ringsaker-blad.no,ringsaker-blad.no,,1,0,community
