canonical_origin,etld1,enroll_url,cluster_size,snapshot_count,source,crux_rank,crux_bucket,status,notes,adv_rp_id,adv_attestation,adv_uv,adv_resident_key,adv_require_resident_key,adv_authenticator_attachment,adv_algs,adv_attestation_formats,adv_timeout,adv_captured_at
https://www.mercadopago.com.ar,mercadopago.com.ar,,4.0,1.0,webauthn|webauthn-related,5000,top 5k,failed,requires identity card,,,,,,,,,,
https://www.mercadopago.com.br,mercadopago.com.br,,4.0,1.0,webauthn|webauthn-related,5000,top 5k,failed,requires identity card,,,,,,,,,,
https://dropbox.com,dropbox.com,https://www.dropbox.com/account/security,3.0,1.0,community|community:2fa.directory|community:enpass.io|community:fidoalliance.org|community:hideez.com|community:keepersecurity.com|community:passkeyindex.io|community:passkeys.2fa.directory|community:passkeys.directory|endpoints,5000,top 5k,captured,"manually created in real Chrome, session captured",www.dropbox.com,direct,required,preferred,true,not-specified,-7|-257,,,2026-07-09T16:54:42.652012+00:00
https://sso.tbank.ru,tbank.ru,,3.0,1.0,webauthn|webauthn-related,5000,top 5k,failed,geo-blocked,,,,,,,,,,
https://docusign.com,docusign.com,https://account.docusign.com/me/privacy-security,2.0,1.0,community|community:enpass.io|community:fidoalliance.org|community:hideez.com|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|endpoints,5000,top 5k,failed,paid product,,,,,,,,,,
https://mercari.com,mercari.com,https://jp.mercari.com/mypage/personal_info/passkeys,2.0,1.0,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeyindex.io|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|endpoints,5000,top 5k,failed,geo-blocked,,,,,,,,,,
https://moneyforward.com,moneyforward.com,https://id.moneyforward.com/webauthn/credentials,2.0,1.0,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|endpoints,5000,top 5k,captured,"manually created in real Chrome, session captured",,none,required,required,false,platform,-7|-37|-257,,120000,2026-07-09T16:56:11.082052+00:00
https://openai.com,openai.com,,2.0,1.0,community|community:passkeys.directory|webauthn|webauthn-related,5000,top 5k,captured,"manually created in real Chrome, session captured",openai.com,direct,required,required,true,not-specified,-7|-257,,600000,2026-07-09T16:58:15.629067+00:00
https://www.betclic.ci,betclic.ci,,2.0,1.0,webauthn|webauthn-related,5000,top 5k,failed,geo-blocked,,,,,,,,,,
https://www.ebay.ca,ebay.ca,https://accounts.ebay.ca/acctsec/manage/passkeys/create,2.0,1.0,endpoints,5000,top 5k,captured,"manually created in real Chrome, session captured",ebay.ca,direct,required,not-specified,false,not-specified,-7|-35|-36|-257|-258|-259|-37|-38|-39|-1,,300000,2026-07-09T17:01:34.447350+00:00
https://www.ebay.com.au,ebay.com.au,https://accounts.ebay.com.au/acctsec/manage/passkeys/create,1.0,1.0,endpoints,5000,top 5k,failed,email already registered with ebay,,,,,,,,,,
https://www.ebay.fr,ebay.fr,https://accounts.ebay.fr/acctsec/manage/passkeys/create,1.0,1.0,endpoints,5000,top 5k,failed,email already registered with ebay,,,,,,,,,,
https://codere.mx,codere.mx,,6.0,1.0,community|webauthn|webauthn-related,10000,top 10k,failed,geo-blocked,,,,,,,,,,
https://softbank.jp,softbank.jp,,5.0,1.0,community|webauthn|webauthn-related,10000,top 10k,failed,geo-blocked,,,,,,,,,,
https://ruten.com.tw,ruten.com.tw,,4.0,1.0,community|webauthn|webauthn-related,10000,top 10k,failed,chinesephone-gated,,,,,,,,,,
https://www.mercadopago.com.mx,mercadopago.com.mx,,4.0,1.0,webauthn|webauthn-related,10000,top 10k,failed,Mexico phone number needed,,,,,,,,,,
https://auth.aib.ie,aib.ie,,3.0,1.0,webauthn|webauthn-related,10000,top 10k,failed,forbidden,,,,,,,,,,
https://login.mtb.com,mtb.com,,1.0,1.0,webauthn,10000,top 10k,failed,forbidden,,,,,,,,,,
https://www.ebay.es,ebay.es,https://accounts.ebay.es/acctsec/manage/passkeys/create,1.0,1.0,endpoints,10000,top 10k,failed,email alreadt registered with ebay,,,,,,,,,,
https://adidas.com,adidas.com,,1.0,0.0,community,10000,top 10k,failed,geo-blocked,,,,,,,,,,
https://affirm.com,affirm.com,,1.0,0.0,community|community:fidoalliance.org|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|community:passkeys.io,10000,top 10k,failed,paid service,,,,,,,,,,
https://ah.nl,ah.nl,,1.0,0.0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,10000,top 10k,captured,"manually created in real Chrome, session captured",ah.nl,direct,required,required,true,not-specified,-7|-257,,,2026-07-09T17:03:22.583185+00:00
https://atlassian.com,atlassian.com,,1.0,0.0,community|community:2fa.directory|community:hideez.com|community:passkeys.2fa.directory|community:passkeys.directory,10000,top 10k,captured,"manually created in real Chrome, session captured",atlassian.com,none,required,required,true,not-specified,-7|-257|-8,,60000,2026-07-09T17:05:18.493744+00:00
https://battle.net,battle.net,,1.0,0.0,community|community:passkeys.directory,10000,top 10k,captured,"manually created in real Chrome, session captured",battle.net,none,preferred,required,true,not-specified,-7|-257,,300000,2026-07-09T17:06:45.780195+00:00
https://boursobank.com,boursobank.com,,1.0,0.0,community|community:passkeyindex.io|community:passkeys-directory.dashlane.com,10000,top 10k,failed,banking service-requires existing account,,,,,,,,,,
https://britishairways.com,britishairways.com,,1.0,0.0,community|community:2fa.directory,10000,top 10k,captured,"manually created in real Chrome, session captured",,,,,,,,,,
https://citi.com,citi.com,,1.0,0.0,community|community:fidoalliance.org|community:passkeyindex.io,10000,top 10k,failed,bank requires existing account,,,,,,,,,,
https://deakin.edu.au,deakin.edu.au,,1.0,0.0,community|community:2fa.directory|community:passkeys.2fa.directory,10000,top 10k,failed,university-requires existing account,,,,,,,,,,
https://ee.co.uk,ee.co.uk,,1.0,0.0,community|community:passkeys.2stable.com|community:passkeys.directory,10000,top 10k,failed,uk phone number needed,,,,,,,,,,
https://godaddy.com,godaddy.com,,1.0,0.0,community|community:2fa.directory|community:fidoalliance.org|community:hideez.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.directory,10000,top 10k,captured,"manually created in real Chrome, session captured",,,,,,,,,,
https://hatena.ne.jp,hatena.ne.jp,,1.0,0.0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,10000,top 10k,captured,"manually created in real Chrome, session captured",accounts.hatena.ne.jp,not-specified,not-specified,preferred,false,not-specified,-7|-35|-36|-257|-258|-259|-37|-38|-39|-8,,300000,2026-07-09T17:08:09.922414+00:00
https://bitbucket.org,bitbucket.org,,,,manually added,10000,top 10k,captured,"manually created in real Chrome, session captured",,,,,,,,,,
https://ggpass.com,ggpass.com,,153.0,1.0,webauthn|webauthn-related,100000,top 100k,failed,no-login,,,,,,,,,,
https://www.mercadopago.com.pe,mercadopago.com.pe,,4.0,1.0,webauthn|webauthn-related,100000,top 100k,failed,needs peruvian phone number,,,,,,,,,,
https://atlasbus.by,atlasbus.by,,3.0,1.0,webauthn|webauthn-related,100000,top 100k,failed,register not working phone number not recognised,,,,,,,,,,
https://auth.wyze.com,wyze.com,,2.0,1.0,webauthn|webauthn-related,100000,top 100k,captured,"manually created in real Chrome, session captured",,,,,,,,,,
https://jobs.employmenthero.com,employmenthero.com,,2.0,1.0,webauthn|webauthn-related,100000,top 100k,failed,requires already existing account,,,,,,,,,,
https://simply.com,simply.com,https://www.simply.com/en/controlpanel/user/,2.0,1.0,community|community:enpass.io|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|endpoints,100000,top 100k,failed,paid product,,,,,,,,,,
https://alezz-oud.com,alezz-oud.com,,1.0,1.0,endpoints,100000,top 100k,captured,"manually created in real Chrome, session captured",,,,,,,,,,
https://laverne.com,laverne.com,,1.0,1.0,endpoints,100000,top 100k,captured,"manually created in real Chrome, session captured",,,,,,,,,,
https://matchperfumes.com,matchperfumes.com,,1.0,1.0,endpoints,100000,top 100k,captured,"manually created in real Chrome, session captured",,,,,,,,,,
https://moneybird.com,moneybird.com,https://moneybird.com/user/webauthn_credential_setup/new,1.0,1.0,community|community:enpass.io|community:hideez.com|community:keepersecurity.com|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|endpoints,100000,top 100k,failed,paid product,,,,,,,,,,
https://reefperfumes.com,reefperfumes.com,,1.0,1.0,endpoints,100000,top 100k,failed,limited to arab phone numbers,,,,,,,,,,
https://sa.arabianoud.com,arabianoud.com,,1.0,1.0,endpoints,100000,top 100k,failed,no support for cyprus numbers,,,,,,,,,,
https://the-board.jp,the-board.jp,https://the-board.jp/user/passkeys,1.0,1.0,endpoints,100000,top 100k,failed,paid service,,,,,,,,,,
https://ui.com,ui.com,https://account.ui.com/security,1.0,1.0,community|endpoints,100000,top 100k,captured,"manually created in real Chrome, session captured",ui.com,none,preferred,preferred,false,not-specified,-7|-8|-36|-37|-38|-39|-257|-258|-259,,60000,2026-07-09T17:09:13.624060+00:00
https://www.beer52.com,beer52.com,https://www.beer52.com/account,1.0,1.0,endpoints,100000,top 100k,failed,order needed to create account,,,,,,,,,,
https://1password.com,1password.com,,1.0,0.0,community|community:2fa.directory|community:fidoalliance.org|community:hideez.com|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.2stable.com,100000,top 100k,failed,paid service,,,,,,,,,,
https://abanca.com,abanca.com,,1.0,0.0,community|community:fidoalliance.org|community:passkeyindex.io|community:passkeys-directory.dashlane.com,100000,top 100k,failed,paid service,,,,,,,,,,
https://adafruit.com,adafruit.com,,1.0,0.0,community|community:2fa.directory|community:passkeys.2fa.directory,100000,top 100k,captured,"manually created in real Chrome, session captured",,,,,,,,,,
https://aflac.com,aflac.com,,1.0,0.0,community|community:fidoalliance.org|community:passkeyindex.io|community:passkeys-directory.dashlane.com,100000,top 100k,failed,insurance page-us only,,,,,,,,,,
https://amboss.com,amboss.com,,1.0,0.0,community,100000,top 100k,failed,paid service,,,,,,,,,,
https://www.clientam.com,clientam.com,,23.0,1.0,webauthn|webauthn-related,500000,top 500k,failed,paid service,,,,,,,,,,
https://merrilledge.com,merrilledge.com,,10.0,1.0,community|community:2fa.directory|community:fidoalliance.org|community:passkeys.2stable.com|webauthn|webauthn-related,500000,top 500k,failed,requires existing account,,,,,,,,,,
https://www.strawberryhotels.com,strawberryhotels.com,https://www.strawberry.se/min-sida/installningar,10.0,1.0,endpoints|webauthn|webauthn-related,500000,top 500k,captured,"manually created in real Chrome, session captured",www.strawberryhotels.com,none,required,required,false,not-specified,-7|-8|-35|-36|-257|-258|-259,,30000,2026-07-09T17:11:01.486298+00:00
https://www.paypay-sec.co.jp,paypay-sec.co.jp,,4.0,1.0,webauthn|webauthn-related,500000,top 500k,failed,requires app,,,,,,,,,,
https://nerdfix.cz,nerdfix.cz,,3.0,1.0,webauthn|webauthn-related,500000,top 500k,captured,"manually created in real Chrome, session captured",indian-tv.cz,none,preferred,not-specified,,not-specified,-8|-7|-257,,60000,2026-07-09T17:13:27.480501+00:00
https://review.internalfb.com,internalfb.com,,2.0,1.0,webauthn|webauthn-related,500000,top 500k,failed,internal site,,,,,,,,,,
https://sa.almajed4oud.com,almajed4oud.com,,1.0,1.0,endpoints,500000,top 500k,failed,limited to arab phone numbers,,,,,,,,,,
https://www.withings.com,withings.com,https://account.withings.com/account/2fa/setup_u2f,1.0,1.0,endpoints,500000,top 500k,failed,requires purchase and app,,,,,,,,,,
https://zyros.com,zyros.com,,1.0,1.0,endpoints,500000,top 500k,captured,"manually created in real Chrome, session captured",,,,,,,,,,
https://nest.com,nest.com,,9.0,0.0,community|community:2fa.directory|community:enpass.io|community:fidoalliance.org|community:hideez.com|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|community:passkeys.io,500000,top 500k,failed,google service,,,,,,,,,,
https://visma.com,visma.com,,5.0,0.0,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeys.2fa.directory|community:passkeys.com|community:passkeys.directory,500000,top 500k,failed,promotional site,,,,,,,,,,
https://eslgaming.com,eslgaming.com,,2.0,0.0,community|community:2fa.directory|community:enpass.io|community:keepersecurity.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,500000,top 500k,captured,"manually created in real Chrome, session captured",,,,,,,,,,
https://heroku.com,heroku.com,,2.0,0.0,community|community:2fa.directory|community:enpass.io|community:fidoalliance.org|community:hideez.com|community:keepersecurity.com|community:passkeyindex.io|community:passkeys.2fa.directory,500000,top 500k,captured,"manually created in real Chrome, session captured",verify.salesforce.com,not-specified,discouraged,not-specified,,cross-platform,-7|-257,,60000,2026-07-06T17:59:05.839838+00:00
https://101domain.com,101domain.com,,1.0,0.0,community|community:fidoalliance.org|community:hideez.com|community:passkeys.2stable.com,500000,top 500k,failed,needs app,,,,,,,,,,
https://1040.com,1040.com,,1.0,0.0,community|community:passkeys.2stable.com,500000,top 500k,failed,paid subscription,,,,,,,,,,
https://10web.io,10web.io,,1.0,0.0,community|community:passkeys.2stable.com,500000,top 500k,failed,paid subscription service,,,,,,,,,,
https://123-reg.co.uk,123-reg.co.uk,,1.0,0.0,community|community:2fa.directory,500000,top 500k,captured,"manually created in real Chrome, session captured",,,,,,,,,,
https://activated.win,activated.win,,1.0,0.0,community,500000,top 500k,failed,no login-dev site,,,,,,,,,,
https://airnewzealand.com,airnewzealand.com,,1.0,0.0,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,500000,top 500k,failed,needs app,,,,,,,,,,
https://allianz.com,allianz.com,,1.0,0.0,community,500000,top 500k,failed,paid service,,,,,,,,,,
https://www.mercadopago.com.ec,mercadopago.com.ec,,4.0,1.0,webauthn|webauthn-related,1000000,top 1M,failed,requires pre existing account,,,,,,,,,,
https://aasavis.no,aasavis.no,,1.0,0.0,community,1000000,top 1M,failed,requires scandinavian phone number,,,,,,,,,,
https://aha.io,aha.io,,1.0,0.0,community|community:2fa.directory|community:passkeys.2fa.directory|community:passkeys.2stable.com,1000000,top 1M,failed,paid service,,,,,,,,,,
https://akersposten.no,akersposten.no,,1.0,0.0,community,1000000,top 1M,failed,requires paid account,,,,,,,,,,
https://almalinux.org,almalinux.org,,1.0,0.0,community,1000000,top 1M,failed,dev site,,,,,,,,,,
https://apexnetwork.co,apexnetwork.co,,1.0,0.0,community,1000000,top 1M,captured,"manually created in real Chrome, session captured",app.apexnetwork.co,not-specified,required,required,true,not-specified,-7|-35|-36|-257|-258|-259|-37|-38|-39|-8,,240000,2026-07-09T17:17:47.762254+00:00
https://api.no,api.no,,1.0,0.0,community,1000000,top 1M,failed,API documentation site,,,,,,,,,,
https://avisagaula.no,avisagaula.no,,1.0,0.0,community,1000000,top 1M,failed,requires scandinavian phone number,,,,,,,,,,
https://billgenerator.in,billgenerator.in,,1.0,0.0,community,1000000,top 1M,failed,requires app for passkey,,,,,,,,,,
https://bitgo.com,bitgo.com,,1.0,0.0,community|community:2fa.directory|community:passkeys.2fa.directory,1000000,top 1M,failed,paid service,,,,,,,,,,
https://bondebladet.no,bondebladet.no,,1.0,0.0,community,1000000,top 1M,failed,requires norewigian phone number,,,,,,,,,,
https://bookmyname.com,bookmyname.com,,1.0,0.0,community|community:passkeys-directory.dashlane.com,1000000,top 1M,failed,requires fax and address,,,,,,,,,,
https://capecodfive.com,capecodfive.com,,1.0,0.0,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeyindex.io|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,1000000,top 1M,failed,paid service,,,,,,,,,,
https://cloze.com,cloze.com,,1.0,0.0,community|community:keepersecurity.com|community:passkeys.2fa.directory|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,1000000,top 1M,failed,paid service,,,,,,,,,,
https://cyberark.com,cyberark.com,,1.0,0.0,community|community:fidoalliance.org|community:hideez.com|community:passkeyindex.io,1000000,top 1M,failed,paid service,,,,,,,,,,
https://delinea.com,delinea.com,,1.0,0.0,community|community:2fa.directory|community:hideez.com|community:passkeys.2fa.directory,1000000,top 1M,failed,paid service,,,,,,,,,,
https://digistorage.es,digistorage.es,,1.0,0.0,community,1000000,top 1M,failed,paid phone service,,,,,,,,,,
https://dmarcian.com,dmarcian.com,,1.0,0.0,community|community:2fa.directory|community:passkeys.2fa.directory,1000000,top 1M,failed,domain testing site,,,,,,,,,,
https://dnsimple.com,dnsimple.com,,1.0,0.0,community|community:2fa.directory|community:hideez.com|community:passkeys.2fa.directory,1000000,top 1M,failed,paid service,,,,,,,,,,
https://documenso.com,documenso.com,,1.0,0.0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,1000000,top 1M,captured,"manually created in real Chrome, session captured",app.documenso.com,none,preferred,preferred,false,not-specified,-8|-7|-257,,60000,2026-07-09T17:20:13.017069+00:00
https://noupe.com,noupe.com,,66.0,1.0,webauthn|webauthn-related,,unranked,captured,"manually created in real Chrome, session captured",,,,,,,,,,
https://0pass.com,0pass.com,,1.0,0.0,community|community:fidoalliance.org|community:hideez.com|community:passkeyindex.io,,unranked,failed,paid service,,,,,,,,,,
https://aero.zip,aero.zip,,1.0,0.0,community|community:2fa.directory|community:passkeys-directory.dashlane.com|community:passkeys.2fa.directory,,unranked,captured,"manually created in real Chrome, session captured",aero.zip,indirect,required,preferred,,not-specified,-7,,60000,2026-07-09T17:21:11.309678+00:00
https://afasonline.nl,afasonline.nl,,1.0,0.0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.directory,,unranked,failed,requires existing account,,,,,,,,,,
https://allspice.io,allspice.io,,1.0,0.0,community,,unranked,failed,paid service,,,,,,,,,,
https://alterware.dev,alterware.dev,,1.0,0.0,community,,unranked,failed,dev site,,,,,,,,,,
https://traktor.no,traktor.no,,1.0,0.0,community,,unranked,failed,requires existing account,,,,,,,,,,
https://transferwise.com,transferwise.com,,1.0,0.0,community|community:enpass.io,,unranked,captured,"manually created in real Chrome, session captured",wise.com,none,required,required,true,not-specified,-7|-8|-35|-36|-257|-258|-259,,30000,2026-07-09T17:23:08.585760+00:00
https://tromsoby.no,tromsoby.no,,1.0,0.0,community,,unranked,failed,requires scandinavian phone number,,,,,,,,,,
https://tronderdebatt.no,tronderdebatt.no,,1.0,0.0,community,,unranked,failed,requires scandinavian phone number,,,,,,,,,,
https://trusona.com,trusona.com,,1.0,0.0,community|community:enpass.io|community:hideez.com|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.directory,,unranked,failed,paid service,,,,,,,,,,
https://trustworthy.com,trustworthy.com,,1.0,0.0,community|community:fidoalliance.org|community:hideez.com|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,,unranked,captured,"manually created in real Chrome, session captured",signin.trustworthy.com,none,discouraged,not-specified,,cross-platform,-7|-257,,60000,2026-07-09T17:34:42.487834+00:00
